transaction_amount,merchant_category,payment_method,ip_country,customer_country,velocity_1h,failed_logins,geo_distance,is_new_device,device_risk_score,is_fraud
119221,grocery,debit_card,UK,UK,37,1,11365,0,0.396,0
77605,electronics,credit_card,UK,USA,15,7,575,0,0.731,0
2969,crypto,wallet,Singapore,Russia,23,5,13917,0,0.744,1
257286,healthcare,upi,Germany,Germany,14,3,9935,0,0.861,0
454451,fuel,wallet,Germany,UAE,15,8,12763,1,0.029,1
312352,gaming,upi,India,Germany,10,9,4017,0,0.184,0
112396,travel,debit_card,Russia,India,9,7,10551,0,0.641,0
94279,gaming,upi,Singapore,USA,44,9,7228,0,0.338,1
90372,electronics,credit_card,UK,UK,39,2,4025,1,0.044,0
38567,healthcare,credit_card,UK,UK,5,2,8723,0,0.586,0
285572,electronics,credit_card,Nigeria,UAE,25,3,991,1,0.393,1
353656,luxury,upi,India,UAE,42,8,2121,0,0.364,1
480147,fuel,credit_card,UK,Germany,26,8,13706,1,0.264,1
135159,electronics,credit_card,UK,UK,8,4,4965,1,0.006,0
58971,gaming,credit_card,India,UK,22,8,2442,0,0.182,0
415715,grocery,debit_card,UK,UK,25,5,5878,1,0.474,1
128491,grocery,upi,Russia,USA,48,7,10721,1,0.276,1
439530,luxury,upi,USA,UK,12,7,2521,0,0.874,1
492838,crypto,wallet,Singapore,India,9,9,4409,0,0.143,0
86516,gaming,upi,Russia,UK,10,6,9654,0,0.875,1
332515,gaming,debit_card,Russia,India,48,3,952,0,0.405,0
306308,electronics,upi,USA,USA,10,3,14660,0,0.276,0
256787,fuel,debit_card,Nigeria,UAE,9,5,13301,0,0.304,1
201263,gaming,debit_card,Germany,Nigeria,26,8,965,1,0.33,1
107550,travel,upi,Singapore,India,35,6,2135,1,0.507,1
171990,crypto,wallet,Nigeria,USA,27,4,4455,0,0.354,0
438841,electronics,credit_card,Nigeria,Nigeria,31,4,8887,0,0.647,1
282074,travel,credit_card,Russia,Nigeria,19,7,2245,0,0.425,0
410745,luxury,upi,UK,UK,43,5,2804,0,0.672,0
400209,grocery,upi,Nigeria,USA,38,0,3912,1,0.604,1
116481,luxury,debit_card,USA,Nigeria,6,0,11217,1,0.244,0
473225,grocery,upi,Germany,UK,15,8,1409,0,0.813,1
47433,luxury,debit_card,Singapore,Germany,29,7,5238,1,0.799,1
134608,gaming,wallet,UAE,USA,47,5,4594,1,0.989,1
205462,travel,upi,India,Nigeria,45,0,13196,0,0.175,1
338457,grocery,credit_card,UK,UAE,5,1,11171,0,0.848,1
399211,electronics,credit_card,USA,India,14,9,8052,1,0.872,1
150910,travel,upi,India,Germany,2,2,8654,0,0.642,0
292990,electronics,debit_card,Germany,UAE,23,9,7664,0,0.506,1
49477,travel,credit_card,Germany,Russia,44,2,9810,0,0.957,1
441720,travel,debit_card,UAE,UK,46,1,7114,1,0.973,1
316289,luxury,upi,Nigeria,Nigeria,19,1,8143,1,0.642,0
360132,grocery,upi,Russia,India,24,5,6378,1,0.36,1
433106,grocery,credit_card,Russia,UAE,20,6,8609,1,0.817,1
369699,fuel,upi,Singapore,India,47,3,13779,0,0.089,1
136772,travel,wallet,USA,Russia,27,0,5602,0,0.291,0
225832,gaming,wallet,USA,Singapore,24,5,1389,1,0.986,1
355423,gaming,credit_card,Nigeria,UK,17,6,6297,1,0.814,1
171936,electronics,wallet,Germany,UK,25,3,4368,0,0.94,0
205715,electronics,debit_card,Singapore,USA,46,5,12680,1,0.595,1
45814,luxury,credit_card,Nigeria,Nigeria,31,8,10787,1,0.408,1
450151,travel,credit_card,India,UK,28,3,13013,1,0.98,1
103046,electronics,debit_card,Russia,UK,28,9,9939,1,0.309,1
371860,electronics,wallet,Russia,UAE,22,3,11694,1,0.757,1
106083,crypto,wallet,Germany,Germany,5,9,13963,1,0.558,0
467060,travel,wallet,USA,UK,44,4,14525,1,0.229,1
187663,healthcare,credit_card,Germany,UK,42,2,11052,0,0.017,0
124223,luxury,credit_card,Nigeria,Nigeria,8,9,3979,0,0.384,0
411905,electronics,wallet,USA,Russia,38,1,4491,0,0.548,0
305728,luxury,upi,Singapore,Germany,28,8,12950,1,0.183,1
83089,grocery,wallet,Nigeria,Russia,47,0,853,0,0.415,0
298456,luxury,debit_card,UAE,Nigeria,12,4,11483,0,0.615,1
305769,healthcare,credit_card,India,India,25,4,14930,0,0.715,1
178374,gaming,debit_card,UK,India,38,7,14526,0,0.053,1
163807,healthcare,debit_card,UAE,UK,44,5,6378,1,0.664,1
325452,gaming,credit_card,Nigeria,UK,15,5,9904,0,0.057,1
296072,luxury,upi,UAE,USA,44,5,14568,0,0.028,1
412027,gaming,wallet,USA,India,41,3,6502,0,0.152,1
265664,grocery,debit_card,USA,UAE,34,0,10718,0,0.654,1
358996,travel,credit_card,USA,UK,45,2,11839,1,0.053,1
131473,gaming,debit_card,UAE,UAE,13,9,8115,1,0.021,0
438552,gaming,wallet,Germany,UK,8,5,10223,0,0.118,1
115394,luxury,upi,India,Nigeria,13,4,8429,0,0.95,1
459551,grocery,upi,Germany,UAE,36,9,1057,0,0.907,1
447556,fuel,upi,USA,Singapore,6,0,2261,0,0.086,0
124119,fuel,credit_card,Nigeria,UAE,38,4,13884,1,0.304,1
65826,fuel,credit_card,Nigeria,Germany,32,1,10619,1,0.947,1
141664,fuel,upi,Russia,India,21,0,9218,0,0.098,0
377912,travel,wallet,Germany,UK,44,3,909,1,0.095,1
494595,healthcare,wallet,India,India,44,5,450,1,0.086,1
268346,luxury,credit_card,Nigeria,Germany,49,6,569,0,0.976,1
181508,luxury,upi,Russia,Germany,7,8,3499,0,0.743,0
118115,crypto,wallet,India,UAE,26,4,11053,1,0.214,1
216486,grocery,wallet,USA,Russia,15,7,13962,1,0.046,1
254179,fuel,wallet,Germany,Russia,49,7,10519,1,0.965,1
26741,travel,credit_card,UK,Germany,42,8,12502,0,0.425,1
165756,grocery,upi,Singapore,Russia,23,2,5871,0,0.598,0
163917,fuel,debit_card,USA,UK,38,2,1309,0,0.279,0
416409,travel,upi,Nigeria,USA,41,8,718,0,0.758,1
459421,grocery,upi,UAE,Singapore,15,6,9162,1,0.197,1
365990,luxury,credit_card,UK,UAE,48,3,3346,0,0.787,1
493515,luxury,wallet,UAE,USA,40,0,7215,1,0.231,1
445201,healthcare,wallet,India,Russia,16,6,7683,1,0.098,1
36731,electronics,credit_card,UAE,UAE,32,9,13954,1,0.479,1
242389,healthcare,credit_card,UK,USA,37,5,10678,1,0.813,1
73091,gaming,credit_card,UK,India,18,2,11848,0,0.385,0
4114,healthcare,credit_card,USA,Russia,20,4,2719,1,0.029,0
273337,fuel,credit_card,Russia,Nigeria,46,2,9096,1,0.553,1
18170,crypto,debit_card,USA,USA,2,7,9643,0,0.68,0
298021,grocery,upi,India,Nigeria,23,4,1456,1,0.741,1
57058,crypto,upi,Nigeria,UK,30,9,7298,0,0.402,1
82174,electronics,upi,UAE,India,3,9,7036,0,0.097,0
10829,gaming,wallet,Russia,Russia,46,5,14725,0,0.584,0
230885,grocery,debit_card,Germany,Singapore,39,1,4231,0,0.33,0
176189,travel,upi,Singapore,Germany,47,7,532,1,0.947,1
197492,fuel,wallet,UK,Russia,49,8,2268,0,0.503,0
158923,gaming,debit_card,Russia,Nigeria,1,2,333,1,0.472,0
499716,luxury,debit_card,Nigeria,UK,41,5,5250,1,0.309,1
105964,electronics,wallet,Germany,Singapore,22,5,7200,0,0.339,1
393102,gaming,debit_card,Russia,Singapore,29,1,5722,1,0.513,1
209241,fuel,wallet,USA,Singapore,14,9,13737,1,0.307,1
498963,healthcare,upi,Germany,UAE,48,7,9514,1,0.892,1
367754,gaming,wallet,Singapore,UAE,28,4,13816,0,0.439,1
54848,healthcare,debit_card,Nigeria,Nigeria,21,7,8013,1,0.292,1
5901,fuel,upi,UK,Germany,45,7,7929,0,0.155,1
150362,luxury,upi,Nigeria,Singapore,32,2,12245,0,0.672,0
443005,grocery,credit_card,India,Germany,6,4,9901,0,0.026,1
235462,travel,credit_card,India,India,1,6,6501,1,0.45,1
444309,luxury,debit_card,Russia,Singapore,21,4,11719,1,0.55,1
29692,healthcare,wallet,Germany,USA,4,5,401,1,0.34,0
272891,healthcare,wallet,Russia,Singapore,3,1,14300,0,0.75,1
139888,travel,debit_card,UAE,Nigeria,49,7,7040,1,0.676,1
220063,grocery,upi,Singapore,UAE,30,4,11823,0,0.971,1
480861,gaming,debit_card,UK,UAE,31,5,11230,0,0.509,1
248810,travel,debit_card,Russia,USA,34,0,3992,1,0.538,1
221084,electronics,upi,UAE,USA,19,9,9671,1,0.246,1
372871,electronics,wallet,Germany,Russia,20,1,10107,0,0.385,0
332560,fuel,debit_card,Singapore,India,23,3,1058,0,0.027,0
258167,luxury,wallet,UK,India,40,8,7934,1,0.689,1
264612,healthcare,debit_card,India,Nigeria,25,5,14584,1,0.312,1
77675,grocery,upi,UAE,Nigeria,15,7,2994,1,0.54,0
268899,fuel,upi,Germany,Nigeria,38,1,8234,0,0.255,1
237649,luxury,credit_card,Singapore,Nigeria,23,9,13089,1,0.621,1
70131,luxury,upi,UAE,Nigeria,2,4,10363,1,0.448,1
469745,fuel,credit_card,Russia,Nigeria,15,0,27,0,0.482,0
484399,crypto,debit_card,USA,India,44,3,3534,0,0.943,1
88022,luxury,wallet,India,UK,35,9,2619,1,0.706,1
449082,crypto,upi,Russia,UAE,10,0,9363,1,0.262,1
124146,electronics,upi,Russia,India,14,8,6640,1,0.504,1
406719,electronics,upi,Germany,Nigeria,27,1,11891,0,0.467,1
32197,luxury,debit_card,Germany,Russia,14,6,6630,1,0.795,1
471973,electronics,credit_card,Singapore,Russia,35,2,7628,0,0.833,1
142138,grocery,debit_card,Germany,India,33,1,7043,1,0.283,1
124962,crypto,wallet,UAE,USA,1,3,8903,0,0.821,0
230329,crypto,debit_card,India,Russia,34,6,11392,1,0.18,1
118934,luxury,wallet,Russia,Germany,19,6,10616,1,0.763,1
93948,electronics,upi,Singapore,USA,24,8,2019,1,0.249,1
53021,travel,wallet,Nigeria,Germany,42,2,12953,0,0.298,0
180898,healthcare,wallet,Nigeria,UAE,4,6,4879,0,0.852,0
126241,fuel,credit_card,India,UK,36,5,2899,0,0.42,0
181472,fuel,wallet,Germany,Russia,13,9,6076,0,0.991,1
284921,crypto,wallet,Germany,USA,32,6,2048,1,0.152,1
55709,luxury,debit_card,UAE,Nigeria,9,6,5203,0,0.463,0
227997,luxury,upi,Germany,Germany,39,9,1559,0,0.732,1
449977,grocery,debit_card,Nigeria,India,16,4,11787,1,0.005,1
31124,gaming,debit_card,Russia,Germany,3,8,1723,0,0.152,0
70413,healthcare,upi,Nigeria,Germany,20,6,4053,1,0.02,0
390057,gaming,upi,UK,UAE,10,6,1652,0,0.993,1
184178,crypto,wallet,Russia,Singapore,22,2,5223,0,0.761,1
357529,fuel,wallet,Russia,Singapore,48,0,1779,1,0.374,1
408654,grocery,credit_card,Germany,India,3,4,14698,1,0.156,1
461343,grocery,debit_card,India,UAE,11,7,684,1,0.09,1
486088,grocery,upi,Germany,UAE,25,4,9472,1,0.532,1
113732,crypto,wallet,India,Nigeria,42,9,10487,0,0.976,1
473451,gaming,upi,India,UAE,48,2,2011,0,0.675,0
412824,fuel,wallet,Nigeria,UAE,8,8,9408,1,0.365,1
251551,grocery,credit_card,India,Singapore,9,1,13938,1,0.501,1
3151,fuel,credit_card,Singapore,USA,15,2,2583,0,0.999,0
179919,electronics,upi,USA,UAE,32,3,10086,1,0.519,1
376936,luxury,credit_card,Germany,USA,3,9,8506,0,0.964,1
480458,luxury,upi,Singapore,Germany,4,0,7444,1,0.016,1
87335,fuel,wallet,Russia,Germany,30,3,12187,1,0.721,1
447337,travel,debit_card,Singapore,UAE,13,3,5493,1,0.627,1
197584,travel,credit_card,UAE,Russia,44,8,444,1,0.685,1
189507,crypto,wallet,UK,UK,21,7,1672,0,0.571,0
449495,crypto,debit_card,India,Russia,41,1,11109,1,0.044,1
425409,luxury,debit_card,Germany,Germany,46,6,3267,0,0.15,0
462994,electronics,debit_card,UAE,UK,19,5,7426,1,0.922,1
211910,healthcare,wallet,Germany,Russia,39,6,5910,1,0.233,1
433050,gaming,wallet,Nigeria,UAE,48,3,12870,0,0.993,1
203787,gaming,upi,UK,USA,22,4,7015,1,0.68,1
73623,crypto,debit_card,UAE,UK,20,5,5480,0,0.444,0
236275,electronics,debit_card,Germany,Singapore,37,8,12836,1,0.92,1
94576,crypto,debit_card,Russia,India,31,1,13420,0,0.795,1
233941,healthcare,upi,India,UK,10,8,11288,1,0.429,1
279263,gaming,debit_card,UAE,UK,18,9,7820,1,0.069,1
345857,fuel,wallet,Russia,Singapore,43,0,12753,1,0.868,1
222966,crypto,debit_card,India,UAE,39,3,5142,1,0.765,1
86772,grocery,credit_card,USA,Russia,46,4,14838,1,0.791,1
73947,fuel,wallet,Russia,Russia,20,8,10057,0,0.745,0
344994,healthcare,upi,Singapore,Germany,18,5,716,0,0.276,0
210806,healthcare,debit_card,Germany,USA,11,3,892,0,0.859,0
28351,crypto,credit_card,Nigeria,UAE,22,1,3808,1,0.002,0
103581,luxury,upi,India,Singapore,44,4,501,1,0.237,1
374810,crypto,upi,UAE,UAE,18,7,10975,1,0.047,1
26045,luxury,wallet,UK,UAE,34,7,2641,0,0.111,0
353096,healthcare,upi,UAE,Russia,23,5,12695,0,0.532,1
32317,electronics,upi,Singapore,Singapore,1,0,9546,0,0.037,0
8408,healthcare,upi,Germany,Nigeria,10,7,8895,1,0.181,1
268193,gaming,upi,Singapore,India,1,3,2334,1,0.233,0
183162,fuel,debit_card,UAE,UK,38,1,2195,0,0.655,0
394466,fuel,debit_card,Nigeria,Russia,39,0,6938,0,0.469,1
220652,travel,debit_card,Germany,Singapore,49,6,10202,0,0.458,1
100335,travel,debit_card,UK,USA,9,1,8576,0,0.768,0
74840,healthcare,credit_card,India,UK,31,3,10251,1,0.457,1
378596,gaming,debit_card,Germany,UK,7,3,10516,0,0.348,0
328861,travel,upi,Russia,Nigeria,17,9,9078,1,0.962,1
226013,fuel,debit_card,Germany,Nigeria,35,0,1592,1,0.008,1
279140,crypto,debit_card,Singapore,Russia,48,1,5060,1,0.305,1
393042,electronics,wallet,Singapore,Germany,37,0,4399,1,0.609,1
177347,electronics,upi,Singapore,USA,18,5,10444,1,0.783,1
138977,gaming,debit_card,UK,Russia,33,2,4441,1,0.816,1
5337,healthcare,debit_card,Germany,UAE,4,0,1784,0,0.046,0
20156,travel,debit_card,Nigeria,Germany,23,7,13114,0,0.709,1
176715,crypto,credit_card,Nigeria,Singapore,11,3,5386,0,0.72,0
187728,electronics,debit_card,Germany,Nigeria,9,9,4118,0,0.214,0
114648,electronics,wallet,Nigeria,USA,30,6,6983,1,0.113,1
373732,grocery,upi,USA,UK,8,9,2584,0,0.75,1
134515,healthcare,upi,UK,Russia,40,1,9922,1,0.25,1
406816,grocery,debit_card,India,Nigeria,5,5,13408,0,0.002,1
446538,fuel,debit_card,India,UK,12,5,13757,0,0.224,1
29475,electronics,debit_card,India,USA,1,6,8455,1,0.031,1
140834,gaming,upi,India,Nigeria,15,0,10824,1,0.249,0
17064,luxury,upi,India,Nigeria,25,0,12019,0,0.335,0
113529,luxury,credit_card,Nigeria,UK,18,1,2431,0,0.271,0
252864,crypto,wallet,UAE,Russia,38,1,5670,1,0.92,1
190810,electronics,credit_card,Singapore,Germany,42,4,7061,1,0.233,1
466982,electronics,wallet,UK,Russia,46,0,8584,1,0.468,1
216239,fuel,credit_card,UAE,India,26,1,2937,1,0.957,1
67315,electronics,upi,UK,Nigeria,40,5,11865,1,0.879,1
331286,gaming,credit_card,USA,UK,3,2,8732,1,0.309,1
144456,grocery,wallet,Germany,India,22,3,9308,1,0.326,1
203961,electronics,debit_card,Russia,Germany,26,0,6710,1,0.593,1
477980,electronics,wallet,Singapore,India,19,4,13471,1,0.918,1
355712,fuel,debit_card,USA,UK,44,3,9076,1,0.01,1
454705,healthcare,upi,UAE,USA,44,7,4324,0,0.393,1
9535,travel,wallet,Russia,UAE,47,2,6617,1,0.85,1
447656,healthcare,credit_card,Germany,Germany,39,9,2420,1,0.41,1
175250,fuel,wallet,USA,Russia,36,0,1400,0,0.72,0
341076,healthcare,debit_card,Germany,Singapore,21,9,9769,1,0.692,1
51393,fuel,upi,Germany,Germany,41,4,2085,0,0.205,0
489297,gaming,credit_card,Nigeria,India,48,0,7805,1,0.45,1
78881,crypto,wallet,UK,USA,26,4,14246,0,0.566,1
191575,electronics,debit_card,Russia,UK,13,8,12979,1,0.715,1
160296,fuel,credit_card,UK,USA,36,4,6988,0,0.822,1
226607,fuel,upi,Germany,USA,24,1,5157,0,0.76,1
306163,travel,credit_card,Nigeria,UK,41,1,14437,1,0.028,1
239933,fuel,upi,USA,Singapore,26,9,5310,1,0.671,1
252477,luxury,credit_card,Germany,UK,21,8,1536,0,0.497,1
166419,crypto,wallet,UAE,Singapore,18,4,4754,0,0.574,0
121272,electronics,debit_card,Germany,UK,15,7,8282,0,0.373,0
357002,electronics,wallet,UK,India,15,9,7049,1,0.714,1
485063,travel,wallet,Russia,Singapore,6,3,13451,0,0.674,0
456068,gaming,upi,USA,India,43,1,4191,0,0.579,0
318817,electronics,upi,UK,Germany,31,3,1655,0,0.862,1
59201,luxury,upi,Germany,Singapore,28,3,10094,0,0.102,0
496072,electronics,wallet,UAE,Singapore,8,8,10872,1,0.301,1
288890,luxury,credit_card,Singapore,UK,29,9,7554,1,0.495,1
366429,crypto,credit_card,Nigeria,Singapore,21,5,10363,0,0.959,1
23149,crypto,wallet,UAE,India,17,9,7453,1,0.072,1
210777,grocery,wallet,Germany,Nigeria,49,5,8558,1,0.337,1
360360,grocery,debit_card,UAE,Germany,24,4,3961,0,0.926,1
359623,luxury,upi,Nigeria,Nigeria,36,5,6835,0,0.898,1
68485,gaming,upi,Singapore,UK,31,0,13802,1,0.865,1
126231,electronics,wallet,UAE,Russia,47,4,10565,1,0.308,1
433474,fuel,wallet,Singapore,Germany,34,5,14743,0,0.847,1
196589,electronics,credit_card,Germany,Nigeria,2,7,5092,0,0.505,0
23389,grocery,wallet,Singapore,Germany,42,3,519,0,0.62,0
372470,healthcare,credit_card,UK,Nigeria,3,4,13184,0,0.239,1
363037,fuel,wallet,UK,India,30,3,14136,0,0.707,1
272067,luxury,debit_card,Singapore,Nigeria,8,6,3711,1,0.328,1
191332,fuel,debit_card,USA,Germany,7,9,14413,0,0.344,0
304219,healthcare,credit_card,Russia,Russia,12,5,14570,0,0.637,0
9640,electronics,upi,USA,USA,19,3,830,0,0.24,0
16464,electronics,debit_card,Singapore,UK,26,5,10826,0,0.224,1
397927,gaming,credit_card,Russia,USA,28,3,6628,1,0.369,1
27763,travel,wallet,UK,UK,15,7,8463,1,0.778,1
52091,fuel,wallet,Russia,Germany,14,2,7989,1,0.225,0
188851,grocery,credit_card,Singapore,UK,48,7,2987,1,0.787,1
366426,healthcare,upi,UK,Nigeria,14,1,11731,1,0.696,1
162149,healthcare,credit_card,Russia,India,3,5,12757,1,0.679,1
94804,healthcare,credit_card,Russia,Russia,29,7,6776,0,0.475,0
49215,grocery,debit_card,USA,UK,6,0,6691,0,0.746,0
353251,travel,credit_card,Russia,Russia,49,5,4815,0,0.014,0
219395,electronics,credit_card,Germany,UK,23,8,9200,1,0.306,1
192062,gaming,wallet,Singapore,Russia,28,9,10510,1,0.679,1
197559,gaming,debit_card,India,USA,14,9,8797,1,0.987,1
149243,grocery,wallet,India,India,14,1,12666,0,0.003,0
190447,gaming,wallet,India,UK,20,0,177,1,0.51,0
465685,healthcare,upi,Singapore,UAE,13,1,10514,0,0.924,1
12038,crypto,upi,India,Russia,27,4,9907,1,0.864,1
428511,travel,debit_card,USA,Russia,35,5,8829,0,0.023,1
353924,electronics,debit_card,Singapore,Nigeria,45,0,6171,1,0.53,1
4100,crypto,upi,Germany,UAE,2,6,2624,0,0.004,0
201760,travel,upi,UK,India,41,3,12348,0,0.79,1
363286,luxury,upi,Germany,Russia,45,8,2779,1,0.309,1
355854,fuel,upi,Singapore,India,40,5,3753,1,0.766,1
251592,grocery,upi,Singapore,Russia,48,8,8853,0,0.945,1
365935,healthcare,wallet,Russia,Germany,24,0,4366,1,0.976,1
499622,gaming,debit_card,Russia,Singapore,29,3,11380,1,0.894,1
491172,luxury,wallet,Russia,Germany,3,1,4341,0,0.204,0
38404,gaming,wallet,Nigeria,Russia,45,5,4756,0,0.195,0
331693,crypto,credit_card,Nigeria,Singapore,4,3,8277,0,0.626,0
83086,electronics,wallet,UAE,UK,2,8,3671,1,0.544,0
482959,electronics,upi,Nigeria,India,20,2,9099,0,0.01,0
151936,electronics,upi,USA,Russia,15,0,3522,1,0.392,0
109040,healthcare,credit_card,Singapore,Nigeria,49,0,1876,1,0.907,1
479343,gaming,credit_card,Germany,USA,32,8,14872,0,0.898,1
300738,luxury,credit_card,Singapore,Nigeria,42,8,3959,1,0.204,1
265617,electronics,credit_card,Russia,USA,1,4,2137,1,0.382,1
143333,luxury,credit_card,Singapore,UAE,38,1,10789,0,0.56,0
97632,gaming,wallet,UK,USA,35,8,9046,0,0.853,1
354902,healthcare,credit_card,Nigeria,Singapore,7,7,507,1,0.532,1
385877,crypto,wallet,Singapore,USA,45,9,8600,0,0.968,1
100486,healthcare,debit_card,Germany,USA,13,9,5391,0,0.799,1
27450,luxury,credit_card,India,USA,49,5,8716,1,0.953,1
93108,healthcare,credit_card,UK,Russia,1,6,5614,0,0.731,1
356541,healthcare,wallet,UK,UAE,14,5,6751,0,0.878,1
25451,crypto,debit_card,Singapore,India,29,4,3051,1,0.831,1
88768,gaming,wallet,UAE,UAE,3,3,14784,1,0.254,0
114685,gaming,wallet,Russia,Nigeria,46,6,14879,1,0.23,1
408621,grocery,credit_card,USA,Singapore,24,3,7093,0,0.864,1
337597,healthcare,upi,USA,Russia,1,9,2398,0,0.085,0
207969,gaming,upi,India,UK,48,9,7913,1,0.409,1
66053,gaming,wallet,USA,Russia,10,9,11092,0,0.821,1
319702,travel,credit_card,USA,Germany,13,8,8520,0,0.813,1
282602,electronics,debit_card,Russia,USA,36,4,10028,0,0.139,1
3367,grocery,upi,Nigeria,Nigeria,9,7,1310,0,0.488,0
82845,fuel,debit_card,Russia,USA,14,5,7203,1,0.48,1
351832,grocery,upi,UAE,Singapore,36,3,7701,1,0.324,1
300757,grocery,credit_card,Germany,UK,10,2,4719,0,0.917,0
157264,fuel,wallet,India,Nigeria,40,5,10728,0,0.653,1
11438,travel,debit_card,USA,Germany,23,0,5951,0,0.98,1
131584,healthcare,debit_card,UAE,Russia,35,1,10234,1,0.067,1
7643,crypto,wallet,India,UK,7,6,14172,1,0.394,1
368135,gaming,debit_card,UK,India,42,3,10727,1,0.835,1
426812,electronics,upi,USA,UAE,35,4,10385,1,0.423,1
60792,luxury,wallet,USA,Russia,2,9,756,1,0.262,0
220256,healthcare,upi,Russia,UK,15,0,146,0,0.998,0
224092,fuel,upi,Singapore,India,9,1,5117,0,0.873,1
306669,crypto,credit_card,India,India,47,3,12015,1,0.546,1
38856,healthcare,upi,USA,Germany,17,7,3575,1,0.562,0
18988,fuel,credit_card,Nigeria,Germany,39,9,9820,0,0.007,1
166907,gaming,debit_card,India,UAE,18,3,4924,1,0.981,0
309539,travel,debit_card,Germany,India,15,2,1859,0,0.806,0
114452,healthcare,credit_card,Nigeria,Nigeria,18,2,4723,1,0.037,0
345286,fuel,upi,UAE,Singapore,24,4,3599,0,0.176,1
86099,gaming,wallet,Nigeria,India,23,2,13584,1,0.821,1
18055,gaming,wallet,UAE,UK,12,7,14870,0,0.087,0
300085,travel,credit_card,Singapore,Germany,23,4,630,0,0.942,1
70740,grocery,debit_card,USA,Singapore,21,6,11359,1,1.0,1
196682,healthcare,debit_card,Nigeria,Nigeria,26,7,3519,1,0.886,1
428227,healthcare,wallet,Germany,Germany,8,4,6559,1,0.739,1
452347,grocery,credit_card,Russia,Nigeria,30,7,4353,1,0.487,1
219898,electronics,wallet,USA,Germany,34,2,12107,1,0.082,1
400673,electronics,upi,India,Germany,2,6,7430,0,0.73,1
425795,grocery,upi,UK,India,5,7,14423,1,0.397,1
61576,crypto,credit_card,UAE,USA,31,6,9097,1,0.57,1
307055,luxury,credit_card,India,India,33,1,5556,1,0.293,1
167380,gaming,upi,Singapore,Germany,4,7,7998,1,0.242,1
151322,luxury,debit_card,UAE,Singapore,6,5,10810,0,0.324,0
71280,gaming,credit_card,Russia,India,23,9,10982,1,0.814,1
174458,grocery,upi,UAE,Germany,45,2,108,1,0.426,0
112956,electronics,upi,UK,Germany,19,3,9235,1,0.312,0
330694,crypto,debit_card,Nigeria,India,43,6,9581,1,0.433,1
414668,electronics,debit_card,Germany,India,45,2,9869,0,0.032,1
186241,luxury,debit_card,Nigeria,Singapore,8,0,5499,0,0.891,0
374132,electronics,debit_card,USA,Nigeria,39,5,4256,0,0.552,1
110548,grocery,wallet,UK,India,13,2,4196,0,0.105,0
14497,crypto,debit_card,Germany,UAE,1,9,8457,0,0.288,0
434871,luxury,wallet,UK,UK,6,5,3822,1,0.984,1
178131,crypto,credit_card,USA,UAE,7,9,10990,0,0.593,0
394044,healthcare,upi,UAE,Singapore,48,2,11313,0,0.291,1
443833,gaming,wallet,Singapore,USA,27,5,677,1,0.426,1
119280,electronics,credit_card,USA,UAE,15,3,13087,0,0.258,0
66334,crypto,credit_card,USA,Nigeria,34,3,11679,0,0.032,0
40054,travel,wallet,Germany,Germany,23,9,5179,0,0.842,1
178452,healthcare,credit_card,Russia,UK,48,9,14519,0,0.292,1
79559,electronics,credit_card,Nigeria,Russia,49,1,10899,1,0.838,1
410095,gaming,wallet,UAE,UK,24,3,5567,0,0.479,1
195104,crypto,credit_card,USA,UAE,15,3,3970,0,0.183,0
466252,luxury,debit_card,Singapore,Russia,35,6,5421,0,0.802,1
417782,gaming,debit_card,India,Singapore,4,4,608,0,0.377,0
430255,travel,upi,UAE,Nigeria,44,7,5675,0,0.708,1
201068,crypto,credit_card,Russia,UK,37,6,11618,1,0.837,1
428586,fuel,upi,UK,USA,17,9,5889,0,0.963,1
59263,fuel,debit_card,USA,Russia,31,8,5333,0,0.086,1
475953,grocery,debit_card,Singapore,Russia,38,7,7357,1,0.008,1
52034,electronics,debit_card,UAE,UK,10,8,6787,1,0.548,1
196067,luxury,credit_card,Singapore,UAE,27,0,2395,0,0.264,0
425623,grocery,credit_card,Singapore,Russia,42,9,11052,1,0.469,1
316342,crypto,debit_card,Nigeria,Singapore,6,2,8071,0,0.073,0
454237,fuel,upi,Germany,UK,6,4,13089,0,0.502,1
5586,fuel,upi,UK,Singapore,15,8,9353,0,0.125,0
139507,fuel,wallet,Russia,UK,4,7,5150,0,0.839,1
